X_Minimum,X_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Length_of_Conveyer,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,SigmoidOfAreas
1228,1248,313,35,39,31251,75,1356,0.1336,0.2801,0.7391,0.0103,0.3636,1.0,1.0,2.4955,1.1461,1.5315,0.2609,0.8299
856,871,124,27,18,14320,103,1366,0.9106,0.3939,0.2218,0.0081,0.36,1.0,1.0,2.0934,1.0414,1.2553,0.7782,0.374
1261,1273,110,9,16,14896,172,1387,0.39,0.4333,0.5333,0.0058,0.8889,1.0,1.0,2.0414,0.9031,1.2041,0.4667,0.2288
779,822,111,35,19,12773,100,1650,0.9106,0.5489,0.8461,0.0169,0.3571,0.9474,0.0,2.0453,1.3617,1.2553,-0.1539,0.6438
41,211,6432,276,123,732196,118,1356,0.0604,0.4848,0.375,0.1257,0.5745,0.5454,0.0,3.8079,2.2355,1.8451,-0.625,1.0
37,212,6281,302,155,654358,42,1356,0.0546,0.4562,0.3815,0.1291,0.6604,0.4558,0.0,3.798,2.243,1.8261,-0.6185,1.0
41,211,6596,300,156,669614,44,1356,0.0546,0.4319,0.3918,0.1252,0.5635,0.4839,0.0,3.8193,2.2304,1.8261,-0.6082,1.0
41,211,6763,295,153,689961,40,1356,0.0605,0.5253,0.5133,0.1254,0.5578,0.5287,0.0,3.8012,2.2304,1.8389,-0.4867,1.0
621,632,935,54,76,97514,95,1360,0.0015,0.5251,0.3103,0.0161,0.3188,0.9796,1.0,2.9841,1.3424,1.8451,0.6897,0.9999
1557,1579,1051,85,108,10838,72,1698,0.0782,0.4377,0.0938,0.0106,0.2604,1.0,1.0,3.0442,1.2553,2.0607,0.9063,0.9978
654,661,155,16,21,14809,82,1366,0.9279,0.4159,0.381,0.0059,0.5,1.0,1.0,2.1903,0.9031,1.3222,0.6191,0.2901
1155,1164,76,16,21,9968,123,1358,0.2621,0.5347,0.5,0.0103,0.9688,0.9524,1.0,1.8808,1.1461,1.301,0.5,0.2532
41,222,5970,929,536,682320,25,1398,0.0558,0.5582,0.9412,0.1293,0.3077,0.3657,0.0,3.7645,2.2577,2.3692,-0.0588,1.0
41,200,4298,165,87,479002,47,1360,0.0749,0.3987,0.3771,0.0957,0.7346,0.5,0.0,3.6381,2.1271,1.7853,-0.6229,1.0
1033,1045,35,12,5,4538,175,1353,0.7227,0.45,0.8,0.0074,0.8333,0.6,0.0,1.5441,1.0,0.6021,-0.2,0.1852
1207,1214,66,14,11,7467,102,1358,0.2482,0.2778,1.0,0.0074,0.7143,1.0,0.5,1.8195,1.0,1.0414,0.0,0.2061
614,622,137,21,14,14907,81,1362,0.8194,0.2597,0.7857,0.0081,0.5238,1.0,1.0,2.1367,1.0414,1.1461,0.2143,0.2901
305,319,251,32,23,28034,116,1356,0.4493,0.3981,0.7391,0.0191,0.8125,0.8261,0.0,2.3997,1.415,1.2305,-0.2609,0.6173
39,210,5951,302,136,617708,38,1358,0.0574,0.4727,0.3765,0.1252,0.5662,0.5,0.0,3.7746,2.233,1.8195,-0.6235,1.0
39,218,6543,279,160,682040,39,1358,0.0574,0.4973,0.3743,0.1318,0.6416,0.4187,0.0,3.8158,2.2529,1.8261,-0.6257,1.0
41,218,6450,277,151,669129,43,1358,0.0604,0.5007,0.3542,0.1303,0.6354,0.5105,0.0,3.8096,2.248,1.8325,-0.6458,1.0
945,956,69,14,11,7446,84,1632,0.8909,0.2121,0.8182,0.0055,0.7143,1.0,1.0,1.8389,0.9542,1.0414,0.1818,0.2051
43,186,4663,558,366,499944,38,1400,0.0614,0.6144,0.1066,0.1051,0.2435,0.5054,1.0,3.6687,2.1553,2.017,0.8934,1.0
1087,1103,124,18,13,13505,104,1374,0.3559,0.5525,0.8667,0.011,0.9444,0.9231,0.0,2.0934,1.1761,1.0792,-0.1333,0.3509
1474,1489,226,24,23,28906,118,1696,0.2474,0.2596,0.5,0.0071,0.4583,1.0,1.0,2.3541,1.1761,1.3617,0.5,0.5162
1063,1088,289,32,24,30271,99,1372,0.5065,0.5249,0.3256,0.0162,0.4688,0.9583,1.0,2.4609,1.3424,1.3802,0.6744,0.8952
1181,1188,68,9,8,7748,94,1360,0.6194,0.3333,0.8889,0.0059,0.8889,1.0,1.0,1.8325,0.9031,0.9031,0.1111,0.1862
1240,1248,294,34,37,20642,88,1360,0.4223,0.3864,0.2708,0.0088,0.3429,1.0,1.0,2.4683,1.0792,1.5682,0.7292,0.8952
617,631,314,33,35,32766,61,1360,0.0188,0.3065,0.7391,0.0108,0.4118,1.0,1.0,2.4955,1.1761,1.5441,0.2609,0.8861
449,549,787,75,125,84630,97,1392,0.6613,0.4886,0.0863,0.0136,0.2857,0.992,1.0,2.896,1.3617,2.0969,0.9137,0.9999
1136,1142,64,12,14,7974,100,1690,0.6327,0.2857,0.4286,0.0044,0.4,1.0,0.0,1.8062,0.7782,1.1461,-0.5714,0.1892
1159,1145,55,9,7,6490,91,1694,0.5074,0.4091,0.8,0.0047,0.8889,1.0,1.0,1.7404,0.9031,0.8451,0.2,0.1852
39,226,11535,634,404,1327403,113,1400,0.0557,0.5599,0.9314,0.1336,0.2445,0.4363,1.0,4.062,2.2624,2.2201,0.0686,1.0
863,882,168,27,25,20751,106,1364,0.721,0.5457,0.4,0.0088,0.4444,1.0,1.0,2.2253,1.0792,1.3979,0.6,0.5951
1326,1333,104,14,30,11979,111,1354,0.0325,0.4074,0.2667,0.0058,0.5714,1.0,1.0,2.017,0.9031,1.4771,0.7333,0.286
41,187,10986,642,374,1261668,27,1402,0.0585,0.4563,0.9884,0.1083,0.2429,0.4233,1.0,4.0182,2.1492,2.2014,0.0116,1.0
550,558,64,15,9,7145,105,1362,0.8331,0.4286,0.875,0.0066,0.8,1.0,0.0,1.8062,0.9542,0.8451,-0.125,0.1622
1293,1316,662,59,39,77691,118,1650,0.4513,0.6736,0.2727,0.0228,0.5747,0.5625,0.0,2.8162,1.4914,1.0,-0.7273,0.9549
39,214,6276,265,136,618954,51,1356,0.0546,0.4569,0.4,0.1291,0.6604,0.5,0.0,3.7977,2.243,1.8195,-0.6,1.0
1069,1092,140,24,22,13657,72,1364,0.4368,0.6036,0.7391,0.0139,0.8095,0.7727,0.0,2.1461,1.3617,1.2305,-0.2609,0.6438
921,930,66,11,11,8063,125,1374,0.6698,0.3232,0.8182,0.0066,0.8182,1.0,1.0,1.8195,0.9542,1.0414,0.1818,0.2051
39,195,184,557,363,1847464,38,1400,0.0557,0.5223,0.962,0.1111,0.2572,0.4377,1.0,2.2648,2.1931,2.2718,0.038,1.0
1073,1094,176,34,23,22591,113,1362,0.3965,0.5376,0.76,0.0185,0.6765,0.5652,0.0,2.2455,1.3979,1.1139,-0.24,0.6015
39,194,12212,705,425,1398637,24,1400,0.0557,0.4022,0.8833,0.1186,0.2394,0.458,1.0,4.0965,2.1818,2.2175,0.1167,1.0
1090,1098,57,12,7,6241,97,1690,0.7612,0.4762,0.8,0.0059,0.8333,1.0,0.0,1.7559,1.0,0.9031,-0.2,0.1852
1613,1620,80,9,11,7486,79,1692,0.0107,0.3636,0.7273,0.0066,0.7778,1.0,1.0,1.9031,0.9542,1.0414,0.2727,0.1934
489,504,69,17,13,11154,123,1364,0.6696,0.3162,0.9091,0.0095,0.7647,0.9231,0.0,1.8389,1.1139,1.0792,-0.0909,0.2173
1214,1222,110,17,17,12624,132,1710,0.1684,0.4722,1.0,0.0103,0.8235,0.9333,0.5,2.0414,1.1461,1.1761,0.0,0.2712
1505,1525,168,26,26,15757,67,1668,0.1684,0.5152,0.7391,0.0125,0.7391,0.7308,1.0,2.2253,1.2305,1.2787,0.2609,0.5967
438,455,709,75,81,83627,112,1364,0.62,0.45,0.359,0.0118,0.1754,0.9759,1.0,2.8507,1.2041,1.9085,0.641,0.9979
41,195,1803,230,356,142791,24,1400,0.0613,0.5647,0.8267,0.1114,0.251,0.4135,1.0,3.2674,2.1931,2.2742,0.1733,1.0
621,632,7003,228,138,725465,38,1356,0.9106,0.4768,0.4167,0.1291,0.5742,0.5,1.0,3.8453,2.243,1.8129,0.5833,1.0
1321,1332,184,24,26,20124,84,1362,0.0325,0.382,0.56,0.0103,0.5833,1.0,1.0,2.2648,1.1461,1.3979,0.44,0.5789
41,214,6644,279,149,693100,43,1358,0.0605,0.4282,0.4,0.1274,0.6364,0.4823,0.0,3.8142,2.238,1.8451,-0.6,1.0
1279,1302,366,36,39,36875,88,1356,0.0291,0.3788,0.3529,0.0107,0.4286,0.9858,1.0,2.5635,1.2553,1.5911,0.6471,0.7933
0,28,343,61,47,39556,77,1687,0.0015,0.5187,0.2063,0.0136,0.3771,0.617,1.0,2.5353,1.3617,1.4624,0.7936,0.9747
1674,1684,308,25,42,22991,42,1692,0.0024,0.4167,0.2857,0.0059,0.4,1.0,1.0,2.4885,1.0,1.6233,0.7143,0.7933
927,936,67,14,14,8537,106,1690,0.8687,0.1571,0.7857,0.0055,0.7143,1.0,1.0,1.8261,0.9542,1.0414,0.2143,0.2712
41,214,6293,276,145,694353,42,1358,0.0604,0.4724,0.3886,0.1276,0.6295,0.4744,0.0,3.7977,2.238,1.8129,-0.6114,1.0
385,399,114,16,8,12705,75,1356,0.5272,0.256,0.8571,0.0103,0.875,1.0,0.0,2.0569,1.1461,0.9031,-0.1429,0.2901
1386,1401,123,28,17,14278,87,1694,0.3658,0.4483,0.7059,0.0083,0.5,0.9412,1.0,2.0899,1.1461,1.2305,0.2941,0.3494
41,209,6454,229,124,684236,40,1356,0.0605,0.4074,0.3684,0.1259,0.5766,0.4545,0.0,3.8603,2.233,1.7993,-0.6316,1.0
633,646,148,17,15,15785,95,1364,0.9236,0.3485,0.7647,0.0095,0.7647,1.0,1.0,2.1703,1.1139,1.1761,0.2353,0.3678
972,984,137,17,21,14669,78,1366,0.7391,0.3854,0.7647,0.0095,0.5862,0.9286,1.0,2.1367,1.1139,1.3222,0.2353,0.3678
39,193,11711,649,409,1303229,31,1400,0.0557,0.5047,0.9197,0.1063,0.2234,0.4108,1.0,4.0686,2.1732,2.2253,0.0803,1.0
1595,1610,128,20,12,14654,99,1650,0.0928,0.2727,0.9167,0.0071,0.8,1.0,1.0,2.1072,1.0792,1.0792,0.0833,0.2432
41,198,6293,200,128,614522,37,1358,0.0605,0.3981,0.3954,0.1156,0.785,0.5,0.0,3.7977,2.1959,1.8451,-0.6047,1.0
129,171,110,45,21,13464,123,1358,0.1811,0.5526,0.3509,0.0254,0.803,0.5727,0.0,2.0414,1.6335,1.0792,-0.6491,0.7079
8,33,4331,163,289,417036,103,1627,0.0148,0.4772,0.0638,0.0081,0.0714,0.9955,1.0,3.6708,1.0414,2.4487,0.9362,1.0
1190,1201,107,13,19,12094,109,1362,0.4576,0.306,0.3333,0.0047,0.6154,1.0,1.0,2.0294,0.9031,1.2553,0.6667,0.3601
545,553,102,13,11,11608,102,1692,0.7215,0.3452,0.9091,0.0074,0.8461,1.0,0.0,2.0043,1.0,1.0414,-0.0909,0.2173
115,140,188,31,21,17114,97,1358,0.1842,0.5745,0.8461,0.0074,0.4348,0.913,1.0,2.2787,1.0,1.3222,0.1539,0.5822
776,804,265,64,26,26694,82,1362,0.8494,0.4063,0.4012,0.0242,0.3542,0.7826,0.0,2.4232,1.5185,1.3424,-0.5978,0.7512
836,844,12,4,4,1528,111,1360,0.8118,0.25,1.0,0.003,1.0,1.0,0.5,1.0792,0.6021,0.6021,0.0,0.1292
1331,1344,201,27,26,26197,113,1360,0.4107,0.5204,0.4545,0.0088,0.4828,1.0,1.0,2.3032,1.0792,1.3424,0.5454,0.5951
434,446,137,29,34,16061,107,1356,0.5228,0.4254,0.5185,0.0079,0.6207,0.6579,1.0,2.1367,1.0414,1.4624,0.4815,0.4915
460,588,1934,304,87,202897,91,1352,0.6435,0.4753,0.0408,0.2175,0.9688,0.1521,0.0,3.2865,2.4683,1.0792,-0.9592,1.0
39,216,4223,247,128,439309,42,1358,0.9102,0.4654,0.3712,0.1289,0.5671,0.4114,0.0,3.6431,2.243,1.716,-0.6288,1.0
1678,1687,67,11,10,7181,77,1692,0.0036,0.3444,0.9,0.0053,0.8182,0.9,1.0,1.8261,0.9542,1.0,0.1,0.1954
1327,1338,468,32,56,53525,120,1362,0.0308,0.5109,0.4848,0.014,0.4828,0.9074,1.0,2.6702,1.2787,1.716,0.5152,0.9603
547,588,208,31,19,23488,111,1356,0.7691,0.5256,0.5652,0.0169,0.6389,0.8824,0.0,2.3181,1.3617,1.1761,-0.4348,0.4746
461,467,103,25,20,11608,92,1630,0.7101,0.2619,0.8,0.0095,0.64,1.0,1.0,2.0128,1.2041,1.301,0.2,0.3068
39,218,6543,279,160,699635,41,1358,0.0574,0.4818,0.3743,0.1318,0.6416,0.4187,0.0,3.8158,2.2529,1.8261,-0.6257,1.0
1167,1190,110,15,10,14234,113,1356,0.7612,0.175,0.8,0.0072,0.6667,0.8,0.0,2.0414,1.0,1.0,-0.2,0.1852
1155,1167,80,16,13,9136,81,1354,0.625,0.1893,1.0,0.0096,0.8125,0.9231,0.5,1.9031,1.1139,1.1139,0.0,0.2914
779,796,838,37,71,95173,81,1362,0.2581,0.4121,0.2339,0.0088,0.2941,0.9643,1.0,2.9159,1.0792,1.8513,0.7604,0.9999
41,216,6277,216,118,645839,37,1358,0.0604,0.4604,0.8571,0.1289,0.6316,0.5349,0.0,3.7904,2.243,1.8195,-0.1429,1.0
1053,1063,54,8,10,6356,92,1690,0.4444,0.2,0.8,0.0048,0.875,1.0,0.0,1.7324,0.9031,0.9031,-0.2,0.1852
1167,1192,109,17,19,14538,93,1373,0.2482,0.3155,0.8421,0.0118,0.9412,1.0,1.0,2.0374,1.2041,1.2787,0.1579,0.3329
1272,1286,222,24,28,23488,115,1346,0.1254,0.3929,0.5,0.0103,0.5833,1.0,1.0,2.3463,1.1461,1.4472,0.5,0.5967
781,818,1107,709,604,121595,21,1396,0.7107,0.4103,0.2105,0.0228,0.0782,0.9884,1.0,4.038,1.4914,2.776,0.7895,1.0
165,176,82,16,13,9584,97,1356,0.2537,0.3929,0.8461,0.0081,0.6875,1.0,1.0,1.9138,1.0414,1.1139,0.1539,0.257
41,206,6137,242,129,649139,47,1358,0.0604,0.3535,0.3851,0.1016,0.7149,0.5222,0.0,3.7289,2.1239,1.716,-0.6149,1.0
1151,1172,104,20,18,9347,71,1356,0.2672,0.2917,0.5333,0.0088,0.5,1.0,1.0,2.017,1.0792,1.2553,0.4667,0.3509
134,156,383,39,32,47481,71,1358,0.1915,0.2663,0.4063,0.0236,0.6154,0.5938,0.0,2.5832,1.5051,1.2787,-0.5938,0.9231
1068,1077,59,11,11,6345,87,1690,0.7332,0.2208,0.6364,0.0041,0.6364,1.0,1.0,1.7708,0.8451,1.0414,0.3636,0.1822
1325,1332,74,16,29,7943,86,1354,0.0325,0.3726,0.2069,0.0044,0.5,1.0,1.0,1.8692,0.7782,1.4624,0.7931,0.2469
726,733,34,10,9,4690,112,1627,0.8468,0.3576,0.7273,0.0088,0.76,0.8889,0.0,1.5315,1.0792,0.9031,-0.2727,0.1822
893,907,289,48,33,31689,106,1362,0.2742,0.5429,0.5714,0.0103,0.3137,0.5385,0.0,2.4609,1.1461,1.1139,-0.4286,0.7079
41,82,3228,68,110,380538,89,1360,0.0604,0.3583,0.2667,0.031,0.2667,0.5603,1.0,3.5071,1.6233,2.0414,0.7333,1.0
1616,1625,85,9,13,5795,71,1700,0.0047,0.246,0.8461,0.0041,0.7778,1.0,0.0,1.9294,0.8451,1.0792,-0.1539,0.204
312,319,15,10,4,1826,120,1356,0.4381,0.35,0.5,0.0059,0.8,1.0,0.0,1.1761,0.9031,0.6021,-0.5,0.1417
1215,1232,124,25,8,14926,121,1650,0.0,0.4725,0.52,0.0148,0.92,0.75,0.0,2.0934,1.3979,0.699,-0.48,0.5378
1049,1058,17,7,14,2183,99,1360,0.6643,0.5454,0.8571,0.0037,1.0,1.0,0.0,1.2305,0.699,1.1461,-0.1429,0.1499
1041,1056,382,38,58,38206,96,1364,0.4898,0.2706,0.1408,0.0081,0.4211,0.9841,1.0,2.5832,1.0414,1.7559,0.8591,0.8971
1227,1247,115,53,34,10838,71,1698,0.5085,0.5734,0.2581,0.0171,0.5456,0.5185,1.0,2.0607,1.4624,1.415,0.7419,0.7955
1533,1542,163,20,20,16633,77,1633,0.0852,0.45,0.5,0.0074,0.5,1.0,1.0,2.2122,1.0,1.301,0.5,0.3359
38,58,211,69,19,23155,120,1360,0.0442,0.5249,0.4444,0.0244,0.4226,0.6316,0.0,2.3243,1.5563,1.2553,-0.5556,0.8153
81,90,86,16,10,7193,73,1688,0.065,0.4273,0.9091,0.0073,0.625,1.0,0.0,1.9345,1.0,1.0,-0.0909,0.2173
19,28,108,11,13,11491,79,1692,0.0236,0.2198,0.8461,0.0065,1.0,1.0,1.0,2.0334,1.0414,1.1139,0.1539,0.257
39,216,6676,240,128,687345,41,1358,0.0574,0.5008,0.4157,0.1303,0.7083,0.5245,0.0,3.8796,2.248,1.8451,-0.5843,1.0
39,218,7038,256,113,722716,40,1358,0.0574,0.4433,0.4124,0.1303,0.6914,0.5191,0.0,3.8475,2.248,1.8325,-0.5876,1.0
630,649,101,15,12,9120,99,1690,0.0842,0.2778,0.25,0.0089,1.0,1.0,1.0,2.0043,1.0792,1.0792,0.75,0.215
39,214,11875,708,424,1375431,32,1398,0.0558,0.4089,0.3962,0.125,0.2458,0.3958,0.0,4.0746,2.243,2.2148,-0.6038,1.0
559,571,125,14,17,12304,81,1358,0.8443,0.2315,1.0,0.0088,0.8571,1.0,0.5,2.0969,1.0792,1.2041,0.0,0.2583
764,779,247,17,21,23587,76,1694,0.9144,0.3162,0.7778,0.0083,0.9259,1.0,1.0,2.3927,1.1461,1.3222,0.2222,0.417
1307,1314,176,10,28,17419,111,1362,0.0723,0.6429,0.25,0.0066,0.6,1.0,1.0,2.2455,0.9542,1.4472,0.75,0.5362
39,215,5695,273,133,588514,40,1358,0.0574,0.4572,0.395,0.1298,0.6027,0.4493,0.0,3.7555,2.2455,1.7559,-0.605,1.0
1371,1379,55,9,14,5918,84,1354,0.4397,0.3929,0.4286,0.0052,0.7778,1.0,1.0,1.7404,0.8451,1.1461,0.5714,0.1892
39,212,6525,300,143,674367,41,1358,0.0574,0.4594,0.4193,0.1274,0.5767,0.5245,0.0,3.8193,2.238,1.8633,-0.5806,1.0
41,191,11809,756,387,1375431,29,1400,0.0585,0.4281,0.9483,0.123,0.2412,0.4011,0.0,4.0564,2.1847,2.2041,-0.0517,1.0
329,336,82,12,12,90260,99,1356,0.4938,0.3333,0.5833,0.0066,0.75,1.0,1.0,1.9138,0.9542,1.0792,0.4167,0.1892
575,587,71,9,12,6887,79,1694,0.7815,0.3158,0.6923,0.0047,0.7778,0.9231,1.0,1.8513,0.8451,1.1139,0.3077,0.204
1393,1402,74,12,13,8477,93,1696,0.1489,0.2222,1.0,0.0062,0.8333,0.9231,0.5,1.8692,1.0,1.0792,0.0,0.2583
829,834,26,7,4,3341,120,1360,0.8796,0.4286,0.75,0.0044,1.0,1.0,0.0,1.415,0.7782,0.6021,-0.25,0.1449
552,597,527,51,35,62225,123,1360,0.458,0.6241,0.7727,0.0164,0.549,0.5143,0.0,2.7218,1.4314,1.2553,-0.2273,0.9848
39,212,6277,276,141,652005,40,1356,0.0604,0.4603,0.3846,0.1274,0.6295,0.4114,0.0,3.7989,2.238,1.8325,-0.6154,1.0
82,92,115,15,15,11247,81,1354,0.0024,0.3131,0.6667,0.0088,0.8,1.0,1.0,2.0607,1.1761,1.1761,0.3333,0.266
41,214,6353,260,120,657020,37,1358,0.0604,0.435,0.3757,0.1274,0.6654,0.5417,0.0,3.803,2.238,1.8195,-0.6243,1.0
1675,1689,202,24,29,4304,22,1692,0.0236,0.4939,0.8095,0.0103,0.7083,0.971,1.0,2.3032,1.2305,1.4314,0.1905,0.3419
39,185,3666,166,89,417036,112,1358,0.0573,0.6246,0.3962,0.0564,0.7907,0.9074,0.0,3.5168,1.8976,1.9085,-0.6038,1.0
41,205,10986,622,372,1361903,120,1402,0.0585,0.5822,0.962,0.0184,0.2573,0.4108,1.0,4.0496,2.1931,2.2672,0.038,1.0
74,91,1004,99,120,100112,89,1360,0.1075,0.4155,0.1167,0.0213,0.2156,0.9925,1.0,3.0017,1.5563,2.0756,0.8833,1.0
1550,1561,180,20,19,17271,80,1358,0.1227,0.5357,0.6667,0.0089,0.5,0.9474,1.0,2.2553,1.1761,1.2553,0.3333,0.3601
176,193,126,17,16,13193,99,1353,0.2887,0.3611,0.9375,0.0118,0.8824,0.9375,1.0,2.1004,1.2041,1.2041,0.0625,0.3977
99,110,65,12,11,7193,91,1688,0.1445,0.4,1.0,0.0053,0.75,0.9091,0.5,1.8129,0.9542,1.0,0.0,0.2061
899,906,38,9,7,4552,114,1356,0.6162,0.2857,0.5714,0.0052,0.7778,1.0,0.0,1.5798,0.8451,0.8451,-0.4286,0.1687
472,478,75,12,11,8757,84,1688,0.6431,0.3939,0.7273,0.0047,0.6667,1.0,1.0,1.8751,0.9031,1.0414,0.2727,0.1934
787,798,74,13,14,8558,84,1690,0.8127,0.3636,0.5,0.0059,0.6154,1.0,1.0,1.8692,0.9031,1.1461,0.5,0.2384
893,907,130,31,22,15711,97,1360,0.6456,0.5371,0.4737,0.0191,0.7931,0.4545,0.0,2.1139,1.415,0.9542,-0.5263,0.2942
39,194,6210,241,133,654358,46,1358,0.0573,0.3247,0.3864,0.1127,0.8387,0.5373,0.0,3.798,2.1847,1.8129,-0.6136,1.0
39,195,10796,572,363,1245388,38,1400,0.0557,0.6042,0.9737,0.1114,0.2815,0.3896,0.0,4.0408,2.1931,2.233,-0.0263,1.0
1057,1084,106,32,22,12174,84,1366,0.4182,0.5,0.5909,0.0161,0.6875,0.7778,0.0,2.0253,1.3424,1.1139,-0.4091,0.4729
1531,1539,180,20,20,16669,77,1688,0.1641,0.3222,0.45,0.0055,0.45,1.0,1.0,2.2577,0.9542,1.301,0.55,0.3068
21,38,247,29,23,24220,97,1356,0.0369,0.4121,0.5926,0.0118,0.5278,0.7222,1.0,2.3927,1.2041,1.3424,0.4074,0.417
716,723,16,10,9,2034,101,1358,0.9795,0.4,0.9,0.0074,1.0,1.0,0.0,1.2041,1.0,0.9542,-0.1,0.1852
41,211,6476,266,129,675748,43,1356,0.0605,0.4293,0.3631,0.1254,0.654,0.5379,0.0,3.811,2.2304,1.8389,-0.6369,1.0
775,788,206,14,17,22581,106,1652,0.8471,0.3583,1.0,0.0067,0.5714,1.0,0.5,2.3139,1.0414,1.2305,0.0,0.3834
81,110,52,8,6,4998,123,1360,0.1029,0.4368,0.7368,0.0037,1.0,1.0,0.0,1.716,0.699,0.699,-0.2632,0.1734
41,210,6399,229,124,666455,39,1358,0.0604,0.4875,0.3835,0.1259,0.6192,0.5565,0.0,3.8061,2.233,1.8451,-0.6165,1.0
1538,1557,119,17,11,8107,77,1690,0.1182,0.3434,0.9091,0.0096,0.7647,1.0,1.0,2.0756,1.1139,1.0414,0.0909,0.2173
535,578,60,40,3,7750,113,1360,0.7325,0.1875,0.05,0.0237,1.0,0.6667,0.0,1.7781,1.6021,0.301,-0.95,0.1852
0,13,1148,65,58,12047,85,1356,0.0118,0.4554,0.2568,0.0161,0.3256,0.9043,1.0,3.0645,1.3424,1.7559,0.7473,1.0
1641,1656,181,19,34,18774,82,1688,0.0202,0.2698,0.5294,0.0066,0.4737,0.9063,1.0,2.2577,0.9542,1.5315,0.4706,0.5951
1067,1082,110,18,19,11084,84,1690,0.5074,0.256,0.9231,0.0071,0.75,1.0,1.0,2.0414,1.0792,1.2787,0.0769,0.3068
861,866,18,8,7,2318,114,1360,0.9602,0.4286,0.8571,0.0052,0.875,1.0,0.0,1.2553,0.8451,0.8451,-0.1429,0.1417
760,772,158,14,20,19549,104,1362,0.816,0.284,1.0,0.019,1.0,1.0,0.5,2.1987,1.415,1.301,0.0,0.7411
39,218,6450,257,123,669614,42,1358,0.0574,0.4574,0.3835,0.1289,0.6693,0.5191,0.0,3.8049,2.243,1.8261,-0.6165,1.0
1591,1606,297,35,45,29002,59,1688,0.0811,0.2593,0.2667,0.0071,0.3429,1.0,1.0,2.4728,1.0792,1.6532,0.7333,0.8299
974,985,81,13,8,9363,85,1692,0.6348,0.2,0.8,0.006,0.7692,1.0,0.0,1.9085,1.0,0.9031,-0.2,0.1852
6,15,265,20,32,26849,28,1692,0.0206,0.3889,0.2813,0.0053,0.45,1.0,1.0,2.4232,0.9542,1.5051,0.7188,0.4763
759,782,709,51,78,80541,65,1692,0.9279,0.3232,0.2593,0.0178,0.234,0.9884,1.0,2.8507,1.4771,1.8389,0.7407,0.9998
781,801,42,28,7,4585,86,1360,0.8903,0.4643,0.3333,0.0132,0.75,1.0,0.0,1.6233,1.2553,0.7782,-0.6667,0.2018
205,228,215,29,23,26419,117,1360,0.3025,0.5347,0.5172,0.0125,0.4,0.8182,1.0,2.3365,1.2305,1.3617,0.4828,0.5951
971,980,88,14,11,14041,148,1632,0.8659,0.2273,0.9091,0.0073,0.7143,1.0,1.0,1.9445,1.0,1.0414,0.0909,0.2173
39,191,9518,694,382,1083941,41,1400,0.0557,0.4898,0.9688,0.1086,0.2274,0.4276,0.0,3.9785,2.1818,2.1703,-0.0313,1.0
1097,1124,127,9,15,14842,96,1690,0.4602,0.2222,0.3667,0.0041,0.7778,1.0,1.0,2.1072,0.8451,1.1761,0.6333,0.3509
225,241,196,27,23,19457,104,1394,0.3137,0.4882,0.8947,0.0103,0.3333,0.8261,1.0,2.2923,1.2305,1.2787,0.1053,0.5029
1152,1178,122,29,16,14029,105,1358,0.3061,0.4386,0.6316,0.014,0.6552,0.75,0.0,2.0864,1.2787,1.0792,-0.3684,0.3787
647,667,265,27,32,26833,93,1364,0.9106,0.4872,0.3433,0.0096,0.4643,0.6949,1.0,2.4281,1.1139,1.4914,0.6567,0.7281
1056,1077,67,20,15,7143,95,1362,0.45,0.4074,0.375,0.0118,0.8,0.5333,0.0,1.8261,1.2041,0.9031,-0.625,0.2792
41,218,6625,275,160,686356,42,1358,0.0604,0.4368,0.3785,0.1303,0.6413,0.4187,0.0,3.8212,2.248,1.8261,-0.6215,1.0
936,944,67,22,7,8355,95,1692,0.6162,0.1818,0.1364,0.0115,1.0,0.4286,0.0,1.8261,1.2787,0.4771,-0.8636,0.1715
599,608,12,5,4,1585,106,1360,0.8809,0.3333,0.8,0.0037,1.0,1.0,0.0,1.0792,0.699,0.6021,-0.2,0.1361
1271,1279,537,42,59,53843,104,1354,0.4355,0.4771,0.1765,0.0088,0.2,1.0,1.0,2.7168,1.0792,1.7404,0.8235,0.9856
1261,1281,709,43,31,86424,95,1354,0.1262,0.4022,0.4193,0.0117,0.3636,0.9394,1.0,2.8998,1.2041,1.4914,0.5806,0.9998
474,486,155,25,12,17753,99,1358,0.6631,0.5048,0.9091,0.0125,0.76,0.9231,0.0,2.1903,1.2305,1.0792,-0.0909,0.4498
1135,1141,128,38,20,14403,111,1392,0.616,0.5182,0.2105,0.0059,0.2895,0.95,1.0,2.1072,0.9031,1.2787,0.7895,0.3882
1002,1027,103,18,20,8781,90,1656,0.7618,0.281,0.6,0.0065,0.6111,1.0,1.0,2.0128,1.0414,1.301,0.4,0.3977
41,215,5951,247,133,618846,45,1358,0.0575,0.4881,0.9512,0.1298,0.2394,0.3739,0.0,3.7673,2.2455,1.7924,-0.0488,1.0
1252,1262,181,43,28,24156,121,1353,0.1858,0.4495,0.9643,0.0169,0.5116,0.9643,1.0,2.2577,1.3617,1.4314,0.0357,0.7436
